id;name;province_name;province_abbreviation;region_name;code
3032;Predaia;Trento;TN;Trentino-Alto Adige/Südtirol;M344
3033;San Lorenzo Dorsino;Trento;TN;Trentino-Alto Adige/Südtirol;M345
3034;Valdaone;Trento;TN;Trentino-Alto Adige/Südtirol;M343
3035;Dimaro Folgarida;Trento;TN;Trentino-Alto Adige/Südtirol;M366
3036;Pieve di Bono-Prezzo;Trento;TN;Trentino-Alto Adige/Südtirol;M365
3037;Altavalle;Trento;TN;Trentino-Alto Adige/Südtirol;M349
3038;Altopiano della Vigolana;Trento;TN;Trentino-Alto Adige/Südtirol;M350
3039;Amblar-Don;Trento;TN;Trentino-Alto Adige/Südtirol;M351
3040;Borgo Chiese;Trento;TN;Trentino-Alto Adige/Südtirol;M352
3041;Borgo Lares;Trento;TN;Trentino-Alto Adige/Südtirol;M353
3042;Castel Ivano;Trento;TN;Trentino-Alto Adige/Südtirol;M354
3043;Cembra Lisignago;Trento;TN;Trentino-Alto Adige/Südtirol;M355
3044;Contà;Trento;TN;Trentino-Alto Adige/Südtirol;M356
3045;Madruzzo;Trento;TN;Trentino-Alto Adige/Südtirol;M357
3046;Porte di Rendena;Trento;TN;Trentino-Alto Adige/Südtirol;M358
3047;Primiero San Martino di Castrozza;Trento;TN;Trentino-Alto Adige/Südtirol;M359
3048;Sella Giudicarie;Trento;TN;Trentino-Alto Adige/Südtirol;M360
3049;Tre Ville;Trento;TN;Trentino-Alto Adige/Südtirol;M361
3050;Vallelaghi;Trento;TN;Trentino-Alto Adige/Südtirol;M362
3051;Ville d'Anaunia;Trento;TN;Trentino-Alto Adige/Südtirol;M363
3052;San Giovanni di Fassa;Trento;TN;Trentino-Alto Adige/Südtirol;M390
3053;Terre d'Adige;Trento;TN;Trentino-Alto Adige/Südtirol;M407
3054;Affi;Verona;VR;Veneto;A061
3055;Albaredo d'Adige;Verona;VR;Veneto;A137
3056;Angiari;Verona;VR;Veneto;A292
3057;Arcole;Verona;VR;Veneto;A374
3058;Badia Calavena;Verona;VR;Veneto;A540
3059;Bardolino;Verona;VR;Veneto;A650
3060;Belfiore;Verona;VR;Veneto;A737
3061;Bevilacqua;Verona;VR;Veneto;A837
3062;Bonavigo;Verona;VR;Veneto;A964
3063;Boschi Sant'Anna;Verona;VR;Veneto;B070
3064;Bosco Chiesanuova;Verona;VR;Veneto;B073
3065;Bovolone;Verona;VR;Veneto;B107
3066;Brentino Belluno;Verona;VR;Veneto;B152
3067;Brenzone sul Garda;Verona;VR;Veneto;B154
3068;Bussolengo;Verona;VR;Veneto;B296
3069;Buttapietra;Verona;VR;Veneto;B304
3070;Caldiero;Verona;VR;Veneto;B402
3071;Caprino Veronese;Verona;VR;Veneto;B709
3072;Casaleone;Verona;VR;Veneto;B886
3073;Castagnaro;Verona;VR;Veneto;C041
3074;Castel d'Azzano;Verona;VR;Veneto;C078
3075;Castelnuovo del Garda;Verona;VR;Veneto;C225
3076;Cavaion Veronese;Verona;VR;Veneto;C370
3077;Cazzano di Tramigna;Verona;VR;Veneto;C412
3078;Cerea;Verona;VR;Veneto;C498
3079;Cerro Veronese;Verona;VR;Veneto;C538
3080;Cologna Veneta;Verona;VR;Veneto;C890
3081;Colognola ai Colli;Verona;VR;Veneto;C897
3082;Concamarise;Verona;VR;Veneto;C943
3083;Costermano sul Garda;Verona;VR;Veneto;D118
3084;Dolcè;Verona;VR;Veneto;D317
3085;Erbè;Verona;VR;Veneto;D419
3086;Erbezzo;Verona;VR;Veneto;D420
3087;Ferrara di Monte Baldo;Verona;VR;Veneto;D549
3088;Fumane;Verona;VR;Veneto;D818
3089;Garda;Verona;VR;Veneto;D915
3090;Gazzo Veronese;Verona;VR;Veneto;D957
3091;Grezzana;Verona;VR;Veneto;E171
3092;Illasi;Verona;VR;Veneto;E284
3093;Isola della Scala;Verona;VR;Veneto;E349
3094;Isola Rizza;Verona;VR;Veneto;E358
3095;Lavagno;Verona;VR;Veneto;E489
3096;Lazise;Verona;VR;Veneto;E502
3097;Legnago;Verona;VR;Veneto;E512
3098;Malcesine;Verona;VR;Veneto;E848
3099;Marano di Valpolicella;Verona;VR;Veneto;E911
3100;Mezzane di Sotto;Verona;VR;Veneto;F172
3101;Minerbe;Verona;VR;Veneto;F218
3102;Montecchia di Crosara;Verona;VR;Veneto;F461
3103;Monteforte d'Alpone;Verona;VR;Veneto;F508
3104;Mozzecane;Verona;VR;Veneto;F789
3105;Negrar di Valpolicella;Verona;VR;Veneto;F861
3106;Nogara;Verona;VR;Veneto;F918
3107;Nogarole Rocca;Verona;VR;Veneto;F921
3108;Oppeano;Verona;VR;Veneto;G080
3109;Palù;Verona;VR;Veneto;G297
3110;Pastrengo;Verona;VR;Veneto;G365
3111;Pescantina;Verona;VR;Veneto;G481
3112;Peschiera del Garda;Verona;VR;Veneto;G489
3113;Povegliano Veronese;Verona;VR;Veneto;G945
3114;Pressana;Verona;VR;Veneto;H048
3115;Rivoli Veronese;Verona;VR;Veneto;H356
3116;Roncà;Verona;VR;Veneto;H522
3117;Ronco all'Adige;Verona;VR;Veneto;H540
3118;Roverchiara;Verona;VR;Veneto;H606
3119;Roveredo di Guà;Verona;VR;Veneto;H610
3120;Roverè Veronese;Verona;VR;Veneto;H608
3121;Salizzole;Verona;VR;Veneto;H714
3122;San Bonifacio;Verona;VR;Veneto;H783
3123;San Giovanni Ilarione;Verona;VR;Veneto;H916
3124;San Giovanni Lupatoto;Verona;VR;Veneto;H924
3125;Sanguinetto;Verona;VR;Veneto;H944
3126;San Martino Buon Albergo;Verona;VR;Veneto;I003
3127;San Mauro di Saline;Verona;VR;Veneto;H712
3128;San Pietro di Morubio;Verona;VR;Veneto;I105
3129;San Pietro in Cariano;Verona;VR;Veneto;I109
3130;Sant'Ambrogio di Valpolicella;Verona;VR;Veneto;I259
3131;Sant'Anna d'Alfaedo;Verona;VR;Veneto;I292
3132;San Zeno di Montagna;Verona;VR;Veneto;I414
3133;Selva di Progno;Verona;VR;Veneto;I594
3134;Soave;Verona;VR;Veneto;I775
3135;Sommacampagna;Verona;VR;Veneto;I821
3136;Sona;Verona;VR;Veneto;I826
3137;Sorgà;Verona;VR;Veneto;I850
3138;Terrazzo;Verona;VR;Veneto;L136
3139;Torri del Benaco;Verona;VR;Veneto;L287
